currency,base_currency,currency_name,exchange_rate,date,currency_pair
SEK,EUR,Swedish Krona,11.58795,2023-10-13,EUR/SEK
DKK,EUR,Danish Krone,7.4539,2016-03-21,EUR/DKK
GBP,EUR,British Pound Sterling,0.837229,2024-10-31,EUR/GBP
NOK,EUR,Norwegian Krone,9.44537,2018-10-03,EUR/NOK
USD,EUR,United States Dollar,1.16089,2021-10-18,EUR/USD
HKD,EUR,Hong Kong Dollar,8.5161,2016-07-22,EUR/HKD
GBP,EUR,British Pound Sterling,0.92117,2019-08-08,EUR/GBP
CAD,EUR,Canadian Dollar,1.3772,2011-05-25,EUR/CAD
PLN,EUR,Polish Zloty,4.0171,2015-04-15,EUR/PLN
GBP,EUR,British Pound Sterling,0.896,2009-09-17,EUR/GBP
NZD,EUR,New Zealand Dollar,1.5584,2014-09-04,EUR/NZD
CHF,EUR,Swiss Franc,1.14222,2018-11-02,EUR/CHF
CAD,EUR,Canadian Dollar,1.4215,2006-07-06,EUR/CAD
NOK,EUR,Norwegian Krone,11.332206,2024-01-09,EUR/NOK
PLN,EUR,Polish Zloty,4.3118,2018-10-26,EUR/PLN
CZK,EUR,Czech Republic Koruna,27.0155,2016-12-15,EUR/CZK
SEK,EUR,Swedish Krona,9.57443,2016-09-01,EUR/SEK
PLN,EUR,Polish Zloty,4.2366,2017-07-06,EUR/PLN
CHF,EUR,Swiss Franc,1.2085,2012-10-12,EUR/CHF
AUD,EUR,Australian Dollar,1.651365,2024-01-19,EUR/AUD
ZAR,EUR,South African Rand,16.8317,2019-10-31,EUR/ZAR
CHF,EUR,Swiss Franc,0.95719,2023-08-03,EUR/CHF
GBP,EUR,British Pound Sterling,0.8618,2011-10-04,EUR/GBP
USD,EUR,United States Dollar,1.16265,2025-10-26,EUR/USD
SGD,EUR,Singapore Dollar,1.6111,2017-08-02,EUR/SGD
MXN,EUR,Mexican Peso,20.400954,2026-04-20,EUR/MXN
HKD,EUR,Hong Kong Dollar,9.42353,2021-01-11,EUR/HKD
HKD,EUR,Hong Kong Dollar,10.4341,2013-11-14,EUR/HKD
HKD,EUR,Hong Kong Dollar,8.8183,2016-06-07,EUR/HKD
JPY,EUR,Japanese Yen,130.88,2013-05-29,EUR/JPY
CHF,EUR,Swiss Franc,0.9966,2023-02-28,EUR/CHF
USD,EUR,United States Dollar,1.3312,2007-06-14,EUR/USD
NZD,EUR,New Zealand Dollar,1.72386,2023-05-23,EUR/NZD
SEK,EUR,Swedish Krona,10.66323,2022-06-22,EUR/SEK
AUD,EUR,Australian Dollar,1.4327,2013-09-19,EUR/AUD
CHF,EUR,Swiss Franc,1.543,2004-12-30,EUR/CHF
CNY,EUR,Chinese Yuan,7.6052,2023-05-08,EUR/CNY
USD,EUR,United States Dollar,1.4083,2010-01-21,EUR/USD
CAD,EUR,Canadian Dollar,1.499408,2024-10-21,EUR/CAD
CAD,EUR,Canadian Dollar,1.5826,2008-06-13,EUR/CAD
NOK,EUR,Norwegian Krone,11.252721,2026-04-02,EUR/NOK
CHF,EUR,Swiss Franc,1.08591,2017-06-21,EUR/CHF
AUD,EUR,Australian Dollar,1.39626,2017-03-06,EUR/AUD
PLN,EUR,Polish Zloty,4.51529,2023-05-17,EUR/PLN
DKK,EUR,Danish Krone,7.4413,2017-05-09,EUR/DKK
MXN,EUR,Mexican Peso,18.50799,2024-02-02,EUR/MXN
CHF,EUR,Swiss Franc,1.095,2016-01-19,EUR/CHF
USD,EUR,United States Dollar,1.06132,2016-12-08,EUR/USD
CAD,EUR,Canadian Dollar,1.4074,2006-04-27,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.1299,2020-01-19,EUR/CZK
CAD,EUR,Canadian Dollar,1.3292,2013-05-01,EUR/CAD
SGD,EUR,Singapore Dollar,1.491344,2026-02-20,EUR/SGD
HKD,EUR,Hong Kong Dollar,8.78648,2021-12-07,EUR/HKD
SEK,EUR,Swedish Krona,9.75427,2016-12-16,EUR/SEK
CNY,EUR,Chinese Yuan,7.772001,2024-04-10,EUR/CNY
GBP,EUR,British Pound Sterling,0.8276,2014-04-02,EUR/GBP
CNY,EUR,Chinese Yuan,8.8033,2010-12-10,EUR/CNY
CZK,EUR,Czech Republic Koruna,24.373212,2026-05-02,EUR/CZK
MXN,EUR,Mexican Peso,16.39565,2015-01-26,EUR/MXN
CHF,EUR,Swiss Franc,1.5178,2009-08-24,EUR/CHF
MXN,EUR,Mexican Peso,20.796569,2024-08-13,EUR/MXN
HKD,EUR,Hong Kong Dollar,8.3511,2016-01-06,EUR/HKD
USD,EUR,United States Dollar,1.2636,2012-06-15,EUR/USD
TRY,EUR,Turkish Lira,19.1458,2022-11-18,EUR/TRY
USD,EUR,United States Dollar,1.10512,2019-11-15,EUR/USD
USD,EUR,United States Dollar,1.16121,2026-06-17,EUR/USD
CZK,EUR,Czech Republic Koruna,27.304,2020-05-24,EUR/CZK
AUD,EUR,Australian Dollar,1.6182,2018-09-26,EUR/AUD
MXN,EUR,Mexican Peso,21.2008,2022-06-28,EUR/MXN
GBP,EUR,British Pound Sterling,0.86394,2026-03-17,EUR/GBP
CNY,EUR,Chinese Yuan,8.5884,2011-11-09,EUR/CNY
USD,EUR,United States Dollar,1.08805,2023-08-16,EUR/USD
ZAR,EUR,South African Rand,19.209782,2026-05-14,EUR/ZAR
CHF,EUR,Swiss Franc,0.914379,2026-02-22,EUR/CHF
NOK,EUR,Norwegian Krone,10.08,2021-03-11,EUR/NOK
DKK,EUR,Danish Krone,7.4356,2017-02-06,EUR/DKK
CHF,EUR,Swiss Franc,1.09351,2019-12-03,EUR/CHF
JPY,EUR,Japanese Yen,130.119,2018-07-25,EUR/JPY
CHF,EUR,Swiss Franc,1.5702,2006-03-16,EUR/CHF
SEK,EUR,Swedish Krona,11.408716,2024-10-22,EUR/SEK
AUD,EUR,Australian Dollar,1.3259,2011-09-13,EUR/AUD
JPY,EUR,Japanese Yen,132.689,2021-06-16,EUR/JPY
JPY,EUR,Japanese Yen,143.557,2023-03-10,EUR/JPY
CAD,EUR,Canadian Dollar,1.3242,2022-09-28,EUR/CAD
USD,EUR,United States Dollar,1.3564,2013-01-30,EUR/USD
CHF,EUR,Swiss Franc,1.2983,2011-01-27,EUR/CHF
AUD,EUR,Australian Dollar,1.46542,2016-09-21,EUR/AUD
USD,EUR,United States Dollar,1.239,2012-07-05,EUR/USD
CZK,EUR,Czech Republic Koruna,25.4484,2021-05-30,EUR/CZK
USD,EUR,United States Dollar,0.9968,2022-08-23,EUR/USD
USD,EUR,United States Dollar,1.10581,2019-09-12,EUR/USD
TRY,EUR,Turkish Lira,36.829381,2024-08-15,EUR/TRY
CAD,EUR,Canadian Dollar,1.52327,2016-02-17,EUR/CAD
CHF,EUR,Swiss Franc,0.980454,2024-04-09,EUR/CHF
TRY,EUR,Turkish Lira,35.468613,2024-07-08,EUR/TRY
NZD,EUR,New Zealand Dollar,1.66362,2016-04-11,EUR/NZD
GBP,EUR,British Pound Sterling,0.6783,2005-12-21,EUR/GBP
CAD,EUR,Canadian Dollar,1.5866,2009-11-19,EUR/CAD
TRY,EUR,Turkish Lira,8.9474,2020-09-18,EUR/TRY
GBP,EUR,British Pound Sterling,0.8091,2008-09-04,EUR/GBP
HKD,EUR,Hong Kong Dollar,8.00848,2022-11-10,EUR/HKD
SGD,EUR,Singapore Dollar,1.5245,2019-05-03,EUR/SGD
USD,EUR,United States Dollar,1.3132,2005-03-02,EUR/USD
CHF,EUR,Swiss Franc,0.938212,2024-10-02,EUR/CHF
TRY,EUR,Turkish Lira,32.940549,2024-01-15,EUR/TRY
HKD,EUR,Hong Kong Dollar,12.2315,2008-06-25,EUR/HKD
MXN,EUR,Mexican Peso,20.5616,2023-01-04,EUR/MXN
MXN,EUR,Mexican Peso,17.93665,2014-01-01,EUR/MXN
ZAR,EUR,South African Rand,15.7569,2019-12-20,EUR/ZAR
MXN,EUR,Mexican Peso,21.356473,2025-02-06,EUR/MXN
CNY,EUR,Chinese Yuan,7.7614,2023-09-15,EUR/CNY
MXN,EUR,Mexican Peso,23.2875,2018-12-05,EUR/MXN
JPY,EUR,Japanese Yen,136.349,2015-08-26,EUR/JPY
AUD,EUR,Australian Dollar,1.5441,2013-12-18,EUR/AUD
SGD,EUR,Singapore Dollar,1.450579,2024-06-22,EUR/SGD
JPY,EUR,Japanese Yen,102.64,2011-10-07,EUR/JPY
AUD,EUR,Australian Dollar,1.5809,2021-06-22,EUR/AUD
CHF,EUR,Swiss Franc,1.2326,2013-08-29,EUR/CHF
CNY,EUR,Chinese Yuan,7.4978,2017-05-11,EUR/CNY
SGD,EUR,Singapore Dollar,1.4614,2023-04-18,EUR/SGD
ZAR,EUR,South African Rand,15.0856,2016-09-27,EUR/ZAR
HKD,EUR,Hong Kong Dollar,10.7446,2007-07-11,EUR/HKD
CHF,EUR,Swiss Franc,0.98643,2022-07-11,EUR/CHF
JPY,EUR,Japanese Yen,135.749,2015-07-30,EUR/JPY
USD,EUR,United States Dollar,1.3499,2011-09-23,EUR/USD
CNY,EUR,Chinese Yuan,7.978693,2025-04-08,EUR/CNY
NOK,EUR,Norwegian Krone,9.4369,2018-10-02,EUR/NOK
NZD,EUR,New Zealand Dollar,1.77582,2023-07-25,EUR/NZD
HKD,EUR,Hong Kong Dollar,8.8979,2019-03-13,EUR/HKD
HKD,EUR,Hong Kong Dollar,8.6682,2015-03-02,EUR/HKD
CHF,EUR,Swiss Franc,1.4746,2008-10-31,EUR/CHF
MXN,EUR,Mexican Peso,21.7667,2019-02-11,EUR/MXN
ZAR,EUR,South African Rand,19.063044,2025-02-11,EUR/ZAR
CAD,EUR,Canadian Dollar,1.4179,2006-10-06,EUR/CAD
SEK,EUR,Swedish Krona,10.18042,2020-11-18,EUR/SEK
HKD,EUR,Hong Kong Dollar,9.3786,2020-12-08,EUR/HKD
JPY,EUR,Japanese Yen,112.608,2016-08-04,EUR/JPY
SGD,EUR,Singapore Dollar,1.46867,2025-06-07,EUR/SGD
CZK,EUR,Czech Republic Koruna,25.8418,2019-05-28,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.7483,2019-07-09,EUR/HKD
JPY,EUR,Japanese Yen,115.0,2011-05-26,EUR/JPY
CAD,EUR,Canadian Dollar,1.43921,2021-12-06,EUR/CAD
ZAR,EUR,South African Rand,17.7993,2016-01-08,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.7116,2011-08-12,EUR/NZD
SEK,EUR,Swedish Krona,10.1045,2020-12-28,EUR/SEK
PLN,EUR,Polish Zloty,4.6186,2021-10-28,EUR/PLN
USD,EUR,United States Dollar,1.164036,2025-12-09,EUR/USD
USD,EUR,United States Dollar,1.3604,2014-06-23,EUR/USD
DKK,EUR,Danish Krone,7.462658,2025-07-29,EUR/DKK
TRY,EUR,Turkish Lira,6.54778,2020-02-13,EUR/TRY
NZD,EUR,New Zealand Dollar,1.842355,2024-07-29,EUR/NZD
NZD,EUR,New Zealand Dollar,2.0333,2009-12-23,EUR/NZD
PLN,EUR,Polish Zloty,4.68597,2022-12-07,EUR/PLN
TRY,EUR,Turkish Lira,9.08277,2021-01-04,EUR/TRY
AUD,EUR,Australian Dollar,1.58932,2018-03-21,EUR/AUD
MXN,EUR,Mexican Peso,21.5515,2019-09-10,EUR/MXN
NZD,EUR,New Zealand Dollar,1.77712,2020-08-04,EUR/NZD
GBP,EUR,British Pound Sterling,0.867572,2023-12-21,EUR/GBP
CNY,EUR,Chinese Yuan,9.7349,2009-12-22,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.517266,2024-07-18,EUR/HKD
USD,EUR,United States Dollar,1.0565,2023-10-09,EUR/USD
DKK,EUR,Danish Krone,7.459231,2025-05-23,EUR/DKK
ZAR,EUR,South African Rand,20.363383,2024-01-30,EUR/ZAR
AUD,EUR,Australian Dollar,1.7092,2004-10-28,EUR/AUD
CAD,EUR,Canadian Dollar,1.51183,2017-05-23,EUR/CAD
AUD,EUR,Australian Dollar,1.6488,2006-11-06,EUR/AUD
ZAR,EUR,South African Rand,19.31156,2023-02-20,EUR/ZAR
CNY,EUR,Chinese Yuan,9.2149,2009-01-06,EUR/CNY
CZK,EUR,Czech Republic Koruna,24.906009,2025-06-02,EUR/CZK
CAD,EUR,Canadian Dollar,1.50266,2018-05-23,EUR/CAD
CNY,EUR,Chinese Yuan,7.556085,2025-01-09,EUR/CNY
AUD,EUR,Australian Dollar,1.7055,2009-08-04,EUR/AUD
CNY,EUR,Chinese Yuan,10.0485,2009-09-18,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.1124,2017-01-02,EUR/HKD
AUD,EUR,Australian Dollar,1.58887,2021-10-06,EUR/AUD
CHF,EUR,Swiss Franc,0.9732,2023-06-07,EUR/CHF
GBP,EUR,British Pound Sterling,0.85124,2016-07-05,EUR/GBP
MXN,EUR,Mexican Peso,17.68465,2014-05-14,EUR/MXN
ZAR,EUR,South African Rand,15.24,2015-10-06,EUR/ZAR
CNY,EUR,Chinese Yuan,7.772,2020-01-03,EUR/CNY
HKD,EUR,Hong Kong Dollar,8.0731,2017-01-03,EUR/HKD
JPY,EUR,Japanese Yen,120.387,2020-06-23,EUR/JPY
CAD,EUR,Canadian Dollar,1.478565,2023-11-10,EUR/CAD
USD,EUR,United States Dollar,1.19245,2020-11-30,EUR/USD
GBP,EUR,British Pound Sterling,0.87272,2018-05-17,EUR/GBP
CZK,EUR,Czech Republic Koruna,23.8168,2023-02-06,EUR/CZK
CAD,EUR,Canadian Dollar,1.614741,2026-02-06,EUR/CAD
PLN,EUR,Polish Zloty,4.466,2020-10-09,EUR/PLN
DKK,EUR,Danish Krone,7.464031,2025-07-24,EUR/DKK
SGD,EUR,Singapore Dollar,1.507232,2025-10-15,EUR/SGD
NOK,EUR,Norwegian Krone,9.70978,2019-03-27,EUR/NOK
JPY,EUR,Japanese Yen,122.68,2017-01-20,EUR/JPY
PLN,EUR,Polish Zloty,4.5739,2021-08-25,EUR/PLN
SEK,EUR,Swedish Krona,10.1877,2021-07-13,EUR/SEK
HKD,EUR,Hong Kong Dollar,12.0722,2008-06-12,EUR/HKD
TRY,EUR,Turkish Lira,34.82684,2024-03-07,EUR/TRY
GBP,EUR,British Pound Sterling,0.863319,2025-08-16,EUR/GBP
PLN,EUR,Polish Zloty,4.46862,2020-11-16,EUR/PLN
MXN,EUR,Mexican Peso,21.261513,2025-12-02,EUR/MXN
CAD,EUR,Canadian Dollar,1.3706,2011-04-05,EUR/CAD
USD,EUR,United States Dollar,0.98839,2022-10-05,EUR/USD
AUD,EUR,Australian Dollar,1.56745,2017-12-07,EUR/AUD
CHF,EUR,Swiss Franc,1.3439,2010-08-17,EUR/CHF
CHF,EUR,Swiss Franc,1.07604,2020-08-28,EUR/CHF
ZAR,EUR,South African Rand,12.96,2015-01-22,EUR/ZAR
TRY,EUR,Turkish Lira,3.0384,2015-08-05,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.598705,2024-08-19,EUR/HKD
USD,EUR,United States Dollar,1.08909,2015-12-16,EUR/USD
USD,EUR,United States Dollar,1.3485,2011-02-15,EUR/USD
JPY,EUR,Japanese Yen,143.6,2006-04-28,EUR/JPY
NZD,EUR,New Zealand Dollar,1.6373,2012-06-07,EUR/NZD
PLN,EUR,Polish Zloty,4.308,2017-03-16,EUR/PLN
GBP,EUR,British Pound Sterling,0.6932,2006-04-24,EUR/GBP
JPY,EUR,Japanese Yen,162.587752,2024-07-31,EUR/JPY
CAD,EUR,Canadian Dollar,1.5274,2020-05-21,EUR/CAD
PLN,EUR,Polish Zloty,4.53119,2021-03-01,EUR/PLN
SEK,EUR,Swedish Krona,9.3621,2016-03-01,EUR/SEK
DKK,EUR,Danish Krone,7.473392,2026-04-26,EUR/DKK
HKD,EUR,Hong Kong Dollar,11.4902,2008-02-19,EUR/HKD
SGD,EUR,Singapore Dollar,1.47097,2026-03-13,EUR/SGD
HKD,EUR,Hong Kong Dollar,8.4234,2015-04-24,EUR/HKD
NZD,EUR,New Zealand Dollar,1.975237,2026-02-23,EUR/NZD
GBP,EUR,British Pound Sterling,0.8403,2022-04-25,EUR/GBP
JPY,EUR,Japanese Yen,157.69,2008-01-16,EUR/JPY
JPY,EUR,Japanese Yen,135.833,2015-07-15,EUR/JPY
USD,EUR,United States Dollar,1.4501,2007-11-02,EUR/USD
ZAR,EUR,South African Rand,13.052,2015-03-05,EUR/ZAR
CAD,EUR,Canadian Dollar,1.56303,2018-04-19,EUR/CAD
ZAR,EUR,South African Rand,20.189574,2024-04-15,EUR/ZAR
JPY,EUR,Japanese Yen,141.857,2013-12-09,EUR/JPY
DKK,EUR,Danish Krone,7.463963,2023-10-30,EUR/DKK
CZK,EUR,Czech Republic Koruna,23.4323,2023-04-18,EUR/CZK
AUD,EUR,Australian Dollar,1.2575,2012-01-03,EUR/AUD
GBP,EUR,British Pound Sterling,0.85337,2019-12-26,EUR/GBP
TRY,EUR,Turkish Lira,9.24045,2020-12-25,EUR/TRY
USD,EUR,United States Dollar,1.14159,2017-07-12,EUR/USD
CAD,EUR,Canadian Dollar,1.6544,2004-12-28,EUR/CAD
MXN,EUR,Mexican Peso,17.7065,2014-08-04,EUR/MXN
CNY,EUR,Chinese Yuan,7.7183,2023-10-16,EUR/CNY
CAD,EUR,Canadian Dollar,1.2508,2012-09-11,EUR/CAD
ZAR,EUR,South African Rand,18.767823,2024-12-15,EUR/ZAR
DKK,EUR,Danish Krone,7.46338,2025-07-18,EUR/DKK
AUD,EUR,Australian Dollar,1.68087,2023-08-14,EUR/AUD
GBP,EUR,British Pound Sterling,0.832,2014-01-14,EUR/GBP
NOK,EUR,Norwegian Krone,10.11192,2022-06-05,EUR/NOK
PLN,EUR,Polish Zloty,4.215275,2025-12-28,EUR/PLN
DKK,EUR,Danish Krone,7.45869,2015-10-23,EUR/DKK
PLN,EUR,Polish Zloty,4.4097,2016-11-15,EUR/PLN
TRY,EUR,Turkish Lira,9.59215,2021-04-15,EUR/TRY
NOK,EUR,Norwegian Krone,9.78112,2019-05-05,EUR/NOK
HKD,EUR,Hong Kong Dollar,8.8292,2016-06-03,EUR/HKD
USD,EUR,United States Dollar,1.431,2011-05-27,EUR/USD
CAD,EUR,Canadian Dollar,1.37281,2015-06-26,EUR/CAD
USD,EUR,United States Dollar,1.3274,2007-01-02,EUR/USD
AUD,EUR,Australian Dollar,1.6189,2006-01-19,EUR/AUD
CHF,EUR,Swiss Franc,1.6163,2008-06-16,EUR/CHF
CAD,EUR,Canadian Dollar,1.54627,2020-05-01,EUR/CAD
GBP,EUR,British Pound Sterling,0.867227,2026-05-12,EUR/GBP
GBP,EUR,British Pound Sterling,0.8708,2010-01-25,EUR/GBP
AUD,EUR,Australian Dollar,1.652003,2025-02-07,EUR/AUD
TRY,EUR,Turkish Lira,4.542,2017-12-05,EUR/TRY
USD,EUR,United States Dollar,1.045364,2025-01-22,EUR/USD
MXN,EUR,Mexican Peso,20.8311,2022-07-11,EUR/MXN
GBP,EUR,British Pound Sterling,0.8343,2013-12-19,EUR/GBP
CAD,EUR,Canadian Dollar,1.5389,2004-11-10,EUR/CAD
JPY,EUR,Japanese Yen,122.085,2017-05-01,EUR/JPY
JPY,EUR,Japanese Yen,114.09,2011-06-24,EUR/JPY
CAD,EUR,Canadian Dollar,1.4947,2005-06-16,EUR/CAD
CAD,EUR,Canadian Dollar,1.4007,2006-05-01,EUR/CAD
USD,EUR,United States Dollar,1.07886,2024-03-29,EUR/USD
CAD,EUR,Canadian Dollar,1.4481,2019-09-27,EUR/CAD
USD,EUR,United States Dollar,1.10102,2019-09-11,EUR/USD
SEK,EUR,Swedish Krona,11.047483,2026-07-03,EUR/SEK
CHF,EUR,Swiss Franc,0.9707,2023-05-26,EUR/CHF
JPY,EUR,Japanese Yen,121.77,2019-07-02,EUR/JPY
PLN,EUR,Polish Zloty,4.53095,2020-04-16,EUR/PLN
USD,EUR,United States Dollar,1.11328,2019-12-11,EUR/USD
TRY,EUR,Turkish Lira,3.2455,2016-07-07,EUR/TRY
CHF,EUR,Swiss Franc,1.5525,2006-06-12,EUR/CHF
NZD,EUR,New Zealand Dollar,2.4685,2008-12-15,EUR/NZD
NOK,EUR,Norwegian Krone,8.3825,2015-05-10,EUR/NOK
MXN,EUR,Mexican Peso,17.87495,2014-12-18,EUR/MXN
JPY,EUR,Japanese Yen,132.51,2017-11-13,EUR/JPY
DKK,EUR,Danish Krone,7.4546,2020-06-09,EUR/DKK
TRY,EUR,Turkish Lira,36.358368,2024-11-15,EUR/TRY
SGD,EUR,Singapore Dollar,1.5417,2021-12-22,EUR/SGD
NZD,EUR,New Zealand Dollar,2.037328,2025-11-01,EUR/NZD
SEK,EUR,Swedish Krona,9.47165,2017-02-22,EUR/SEK
ZAR,EUR,South African Rand,16.0048,2017-10-19,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.68013,2018-06-19,EUR/NZD
CNY,EUR,Chinese Yuan,7.5812,2023-05-19,EUR/CNY
JPY,EUR,Japanese Yen,139.07,2014-07-03,EUR/JPY
CHF,EUR,Swiss Franc,0.98002,2023-03-10,EUR/CHF
PLN,EUR,Polish Zloty,4.440193,2023-11-10,EUR/PLN
USD,EUR,United States Dollar,1.24,2012-08-06,EUR/USD
CHF,EUR,Swiss Franc,1.06478,2017-02-23,EUR/CHF
NZD,EUR,New Zealand Dollar,1.73069,2019-11-18,EUR/NZD
USD,EUR,United States Dollar,1.10576,2016-07-27,EUR/USD
JPY,EUR,Japanese Yen,141.76,2014-04-29,EUR/JPY
SGD,EUR,Singapore Dollar,1.5289,2019-04-15,EUR/SGD
CAD,EUR,Canadian Dollar,1.43516,2015-07-31,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.8212,2019-08-27,EUR/CZK
GBP,EUR,British Pound Sterling,0.8583,2009-07-23,EUR/GBP
SEK,EUR,Swedish Krona,10.32362,2018-09-21,EUR/SEK
HKD,EUR,Hong Kong Dollar,8.3704,2024-04-24,EUR/HKD
NZD,EUR,New Zealand Dollar,1.751585,2024-06-19,EUR/NZD
NZD,EUR,New Zealand Dollar,2.007163,2026-06-23,EUR/NZD
GBP,EUR,British Pound Sterling,0.86689,2023-10-02,EUR/GBP
CNY,EUR,Chinese Yuan,9.2766,2009-03-20,EUR/CNY
CZK,EUR,Czech Republic Koruna,24.279007,2026-05-31,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.376774,2024-06-24,EUR/HKD
ZAR,EUR,South African Rand,20.44429,2024-04-23,EUR/ZAR
CNY,EUR,Chinese Yuan,8.1029,2013-08-01,EUR/CNY
CAD,EUR,Canadian Dollar,1.3349,2013-03-15,EUR/CAD
NZD,EUR,New Zealand Dollar,1.69814,2023-02-08,EUR/NZD
HKD,EUR,Hong Kong Dollar,8.86032,2022-02-17,EUR/HKD
NZD,EUR,New Zealand Dollar,1.763427,2024-06-02,EUR/NZD
AUD,EUR,Australian Dollar,1.5743,2014-01-24,EUR/AUD
CHF,EUR,Swiss Franc,1.0434,2022-01-13,EUR/CHF
JPY,EUR,Japanese Yen,156.35,2023-07-19,EUR/JPY
JPY,EUR,Japanese Yen,105.59,2012-04-10,EUR/JPY
CAD,EUR,Canadian Dollar,1.628609,2025-10-11,EUR/CAD
CHF,EUR,Swiss Franc,1.2194,2014-02-21,EUR/CHF
HKD,EUR,Hong Kong Dollar,8.552076,2024-01-02,EUR/HKD
USD,EUR,United States Dollar,1.4437,2011-08-30,EUR/USD
SGD,EUR,Singapore Dollar,1.535,2015-12-18,EUR/SGD
HKD,EUR,Hong Kong Dollar,8.6553,2019-10-11,EUR/HKD
PLN,EUR,Polish Zloty,4.5968,2021-11-05,EUR/PLN
DKK,EUR,Danish Krone,7.4545,2020-05-19,EUR/DKK
CNY,EUR,Chinese Yuan,7.982348,2026-03-22,EUR/CNY
CZK,EUR,Czech Republic Koruna,25.6281,2019-02-25,EUR/CZK
DKK,EUR,Danish Krone,7.465241,2024-06-23,EUR/DKK
NZD,EUR,New Zealand Dollar,1.7515,2011-10-03,EUR/NZD
CAD,EUR,Canadian Dollar,1.46823,2021-08-11,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.5922,2019-03-18,EUR/CZK
CNY,EUR,Chinese Yuan,8.342655,2025-07-19,EUR/CNY
SGD,EUR,Singapore Dollar,1.5317,2019-02-15,EUR/SGD
NZD,EUR,New Zealand Dollar,1.5523,2014-07-16,EUR/NZD
ZAR,EUR,South African Rand,15.9068,2019-07-08,EUR/ZAR
GBP,EUR,British Pound Sterling,0.8302,2013-11-29,EUR/GBP
JPY,EUR,Japanese Yen,126.67,2008-12-24,EUR/JPY
GBP,EUR,British Pound Sterling,0.6922,2006-07-12,EUR/GBP
NOK,EUR,Norwegian Krone,9.49896,2016-03-15,EUR/NOK
AUD,EUR,Australian Dollar,1.676265,2026-03-30,EUR/AUD
NZD,EUR,New Zealand Dollar,1.897545,2025-05-28,EUR/NZD
PLN,EUR,Polish Zloty,4.4478,2016-01-19,EUR/PLN
PLN,EUR,Polish Zloty,4.351807,2023-11-30,EUR/PLN
CAD,EUR,Canadian Dollar,1.471941,2024-04-21,EUR/CAD
AUD,EUR,Australian Dollar,1.5889,2007-06-28,EUR/AUD
ZAR,EUR,South African Rand,16.0061,2019-03-05,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.754701,2024-06-26,EUR/NZD
AUD,EUR,Australian Dollar,1.4314,2014-08-06,EUR/AUD
JPY,EUR,Japanese Yen,155.426,2023-07-26,EUR/JPY
JPY,EUR,Japanese Yen,158.716,2023-08-15,EUR/JPY
ZAR,EUR,South African Rand,16.3123,2016-04-27,EUR/ZAR
GBP,EUR,British Pound Sterling,0.796,2014-08-25,EUR/GBP
CHF,EUR,Swiss Franc,1.5098,2009-11-04,EUR/CHF
GBP,EUR,British Pound Sterling,0.8373,2013-11-15,EUR/GBP
NZD,EUR,New Zealand Dollar,1.5681,2014-07-25,EUR/NZD
NZD,EUR,New Zealand Dollar,1.68782,2015-10-14,EUR/NZD
MXN,EUR,Mexican Peso,18.25843,2015-10-27,EUR/MXN
DKK,EUR,Danish Krone,7.4505,2018-05-01,EUR/DKK
CAD,EUR,Canadian Dollar,1.5799,2009-07-16,EUR/CAD
CAD,EUR,Canadian Dollar,1.619234,2026-02-02,EUR/CAD
GBP,EUR,British Pound Sterling,0.90365,2020-10-27,EUR/GBP
JPY,EUR,Japanese Yen,137.96,2006-02-28,EUR/JPY
GBP,EUR,British Pound Sterling,0.6584,2007-01-24,EUR/GBP
GBP,EUR,British Pound Sterling,0.866317,2026-01-14,EUR/GBP
ZAR,EUR,South African Rand,18.0563,2016-02-08,EUR/ZAR
SGD,EUR,Singapore Dollar,1.4693,2015-05-22,EUR/SGD
ZAR,EUR,South African Rand,13.0251,2015-02-02,EUR/ZAR
CAD,EUR,Canadian Dollar,1.5582,2009-08-19,EUR/CAD
GBP,EUR,British Pound Sterling,0.86084,2019-11-06,EUR/GBP
CAD,EUR,Canadian Dollar,1.49664,2017-05-05,EUR/CAD
TRY,EUR,Turkish Lira,18.1904,2022-06-17,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.4801,2016-01-08,EUR/HKD
HKD,EUR,Hong Kong Dollar,10.6701,2011-09-20,EUR/HKD
PLN,EUR,Polish Zloty,4.3208,2017-01-27,EUR/PLN
GBP,EUR,British Pound Sterling,0.8469,2022-07-14,EUR/GBP
AUD,EUR,Australian Dollar,1.7357,2008-09-11,EUR/AUD
CZK,EUR,Czech Republic Koruna,27.2492,2020-03-16,EUR/CZK
TRY,EUR,Turkish Lira,10.08845,2021-07-20,EUR/TRY
JPY,EUR,Japanese Yen,117.168,2020-03-09,EUR/JPY
TRY,EUR,Turkish Lira,15.6545,2022-01-06,EUR/TRY
